,h1,h2,h3,h4,h5,h6,h7,Identity,View
019z063ps.jpg,0.1976279356993677,0.43118987968899297,2.136971838743913,2.1509537725164067,4.294916373443505,2.3671535563856616,-7.059859265655251,63,s
019z064pf.jpg,0.40617134722331744,0.9085404738001636,2.5041650560375945,2.7321313770964952,5.3502903745167645,3.186538363379837,-7.362128182912553,64,f
019z064ps.jpg,0.20129188832326791,0.4395574367280853,2.165844048980449,2.215985908125311,4.406922622020482,2.439174229890697,-6.395929599299703,64,s
019z065pf.jpg,0.4366679696679196,1.0019662631331612,3.071224251926234,3.0935522904592925,6.175896220459938,3.6044271312554645,-8.180010815783424,65,f
019z065ps.jpg,0.23858819820588908,0.5170435812558057,3.072243477501294,3.2273679975159255,6.377691390088046,3.5287472237730917,7.647327659504664,65,s
019z066pf.jpg,0.4524003048268292,1.0337147076271647,2.516902580176701,2.810981870220025,5.474979282515672,3.328065719167155,7.226021666766115,66,f
019z066ps.jpg,0.27655683026379135,0.601631955784073,2.674473118625519,2.754850511589704,5.469593566645546,3.065478204807156,-7.150762759473752,66,s
019z067pf.jpg,0.408446251092963,0.9143420938176494,3.0352335829451262,3.1215960214202507,6.199979357901618,3.5804041181464985,8.077574678475617,67,f
019z067ps.jpg,0.1785462905125324,0.38814741484673526,4.130300404115668,4.662033636973902,9.051437374261393,5.0372151778239305,-9.319891338729457,67,s
019z068pf.jpg,0.4136920049110556,0.9335390940525502,2.344599302798681,2.589612565413556,5.056742060575122,3.056693152730736,6.997407533056775,68,f
019z068ps.jpg,0.18473137880810395,0.40604183886577416,1.8668799289068412,1.8927811231668918,3.7726169434039596,2.095913878990149,-6.068998126017783,68,s
020z069pf.jpg,0.4322817512449685,0.9821059760313042,2.839515781627467,2.9235016461811254,5.804990109654933,3.4145652211765936,8.034063564166424,69,f
020z069ps.jpg,0.2492749447406334,0.5394792707877103,3.0737461197723865,3.1510038606849675,6.263350939332162,3.4292865520631213,8.070243663449151,69,s
020z070pf.jpg,0.46659764424489203,1.0863229188351615,2.889466772486276,2.9998483181251068,5.944470333096925,3.543043484655269,-8.393984473144013,70,f
020z070ps.jpg,0.2578006663320488,0.5615391921158133,2.5086895468680326,2.5340397304270064,5.055399686533802,2.8158105339873667,8.045724068837131,70,s
020z071pf.jpg,0.4695912173728821,1.0673404534688025,3.1042972212948525,3.4264818792981666,6.694330175398186,3.970039526766047,7.646122204147942,71,f
020z071ps.jpg,0.2692895767205943,0.5867471450202012,2.615318091091223,2.7605494319524317,5.449292890579474,3.0811935943546978,-6.659670980986458,71,s
020z072pf.jpg,0.38738673747730207,0.8962652869679721,2.438447432773479,2.3224966766210784,4.702966589150895,2.7709663486528964,-8.128813566592845,72,f
020z072ps.jpg,0.186691490693147,0.40938286110255356,2.20388571642267,2.216957527145063,4.427439960644985,2.4292968235841927,-6.199664361526713,72,s
021z001pf.jpg,0.41935062563392916,0.9598477176726036,2.8732620478739053,2.8696527839036037,5.741180646045541,3.359413921292312,-7.42110054012258,01,f
021z001ps.jpg,0.2095381090437492,0.45813928196669745,2.863551717262892,3.243356165766138,6.327505298752533,3.6891175507140495,-6.7359762797729505,01,s
021z002pf.jpg,0.4161977731710163,0.9384923263515033,2.4622767657122626,2.5581734956597533,5.068406467855275,3.0283281522477794,7.180903668782941,02,f
021z002ps.jpg,0.1962733805093722,0.42887580253208185,2.010679360177599,2.0439690267821113,4.07130800820724,2.258864426760498,-6.147409013493916,02,s
021z003pf.jpg,0.48345227711901617,1.110217634066593,3.0586694382180895,3.2414480313026637,6.3924807942013615,3.8135756040821445,7.541972035584873,03,f
021z003ps.jpg,0.2942723870723938,0.6463901241113467,2.66009229120166,2.7899287785887723,5.515032956795443,3.1252181841606324,7.166401834256481,03,s
021z004pf.jpg,0.41118359434061474,0.9513776270515734,2.9866992786672295,2.81048045331758,5.709117371876965,3.2862295946548903,7.456129331677936,04,f
021z004ps.jpg,0.2191968965512746,0.47908035142626687,2.4539973490464737,2.532455902073649,5.025855057582441,2.78298763864547,-6.56986422877597,04,s
021z005pf.jpg,0.42013910936112153,0.9650384458610033,2.4898575295575682,2.5832056395007976,5.119871423862443,3.065788774703066,-6.715063082688706,05,f
021z005ps.jpg,0.2238667358948006,0.4932512984235345,2.053474892269544,2.1840349418107863,4.3037410873619475,2.465060959232543,-5.482290683215199,05,s
021z006pf.jpg,0.4234487886513394,0.9689615062237344,2.8921397254254204,2.8430006285606506,5.710551868567441,3.330169726415859,-8.113822418232397,06,f
021z006ps.jpg,0.2107331220151884,0.4596819169589044,2.3044659579740356,2.3707459551313916,4.708427294590099,2.6066814156507587,-6.431768569867947,06,s
021z007pf.jpg,0.4298846276202442,0.9782869846040756,2.4917684155786493,2.6651407681689085,5.2441436103472885,3.165928958755692,6.539627754442718,07,f
021z007ps.jpg,0.19134002261029734,0.419223714554506,2.883551867099132,2.901331447213562,5.793810369157468,3.1128657032295437,-7.556808002951019,07,s
021z008pf.jpg,0.44644633762317715,1.0308527585427718,2.104366977968569,2.2707755504568623,4.458346679618998,2.7866883286542805,-7.105908815171095,08,f
021z008ps.jpg,0.236628312386267,0.5234937287019835,1.6884866280092843,1.746627721130139,3.4642132087036783,2.016539509902334,-5.4056402727838355,08,s
021z009pf.jpg,0.45030019922722847,1.0277347279744073,2.6775222153303737,2.85652849636238,5.623615487898098,3.3707845835502197,7.339924190064768,09,f
021z009ps.jpg,0.26263598447101355,0.5744362508653803,2.10254229588723,2.1495853172955037,4.275666500338637,2.4390060920097847,-6.314103247228047,09,s
021z010pf.jpg,0.4710904962971326,1.0780392438998416,2.4500240452789814,2.706467222584668,5.2848103544797675,3.245818385889751,6.940467405371753,10,f
021z010ps.jpg,0.29725418930141545,0.655589120778661,2.377049356188011,2.4156886303384173,4.8120872347286,2.743830775443209,-6.724904060911717,10,s
022z073pf.jpg,0.4483820524248708,1.009116323925,2.4955611419790458,2.6873866456522495,5.278855221203176,3.192319819918894,7.7140239228534755,73,f
022z073ps.jpg,0.2751028926217908,0.5999047000561265,2.751104637146359,2.9007882801234275,5.72709876561961,3.2333788754151556,7.100828329644075,73,s
022z074pf.jpg,0.4627790220330307,1.0612605565569497,2.688145624431985,2.8777455887778416,5.660727182969005,3.4083787657846343,7.4544915207048295,74,f
022z074ps.jpg,0.27221544382000185,0.5955609250478516,2.5103767978208196,2.7419053184417175,5.373123472150547,3.1249746694867087,-6.185651690244284,74,s
022z075pf.jpg,0.4660688080101217,1.0950831737736149,2.4246939309311992,2.5458658703143975,5.031247186854542,3.0958011402984775,6.686600932634515,75,f
022z075ps.jpg,0.2702608085533719,0.5920884614818185,2.503316390163704,2.4944554022701366,4.993499710979497,2.7905229799059033,-6.555998247737492,75,s
022z076pf.jpg,0.41098877611559564,0.953230452094922,2.713997762617359,2.6286955936457135,5.300059692326858,3.107947524340015,-7.259753112198637,76,f
022z076ps.jpg,0.2159230835924754,0.4720947175775173,2.1190577470118406,2.2208575743911423,4.391090795653966,2.4776789900007135,-5.838362414863248,76,s
022z077pf.jpg,0.46373279557691416,1.0686991669223649,3.239365362029544,3.1924118351536483,6.408189392245091,3.7294534665977928,-9.97978839371833,77,f
022z077ps.jpg,0.26142176605839246,0.5648447986630902,3.2127542436416903,3.278833356412251,6.524484561242713,3.5626894194440197,8.94764584729316,77,s
023z078pf.jpg,0.41258710847460284,0.9584616336796988,3.2840231314580337,2.976001271932786,6.109118181944907,3.464351741823157,-7.025634115023198,78,f
023z078ps.jpg,0.27062417883573203,0.5919745978439479,2.635813421587614,3.3020393386767335,6.532101220587825,4.506352111068603,-6.348386902299102,78,s
023z079pf.jpg,0.4514903325238479,1.0382751721639194,2.6635110513035203,2.8423026530028723,5.595209860576373,3.362159614656832,7.641410118221557,79,f
023z079ps.jpg,0.2839919610816609,0.6216005556327492,2.688272772885381,2.8606942746901334,5.637520313435019,3.2274466522619845,-6.617978110473333,79,s
023z080pf.jpg,0.452135920170207,1.0779492081572606,2.438099854309193,2.827297451908373,5.460669463009313,3.3676279111033054,6.710377655891025,80,f
023z080ps.jpg,0.24543166955810616,0.5344811755755007,2.717473410502455,2.7769440244516392,5.524256675221772,3.057762694720946,-7.155281411228487,80,s
023z081pf.jpg,0.4177276555919869,0.9523507851574537,2.4597008054187084,2.6090920843347996,5.1436016334307855,3.086250512441889,6.773681554418614,81,f
023z081ps.jpg,0.1856652403828082,0.408244590720923,1.7103855807054125,1.7631998358407863,3.4999952697971777,1.9675153750174847,-5.940292540168622,81,s
023z082pf.jpg,0.38817887544132745,0.8589625930833519,3.0815709939813423,3.2857491315099088,6.469289787192011,3.715756885750587,8.65505695140066,82,f
023z082ps.jpg,0.14244064079621968,0.3144888491000243,2.0607357915858326,2.1162107399250623,4.204693853913191,2.2798039411290127,6.361690245965512,82,s
024z011pf.jpg,0.40256924618348755,0.8961549927972546,2.566722223070208,2.737404626994701,5.389547757349246,3.1863360338753335,7.07949720356621,11,f
024z011ps.jpg,0.18364698604182114,0.40247487734657333,2.4799548749217797,2.5212467789941737,5.021844456377114,2.7244711803559163,7.617035763735005,11,s
